,Category,Message
497,1,Some of them told accenture is not confirm. Is it true.
498,1,"Kate jackson rec center before 7ish, right?"
499,1,Dear i have reache room
500,1,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
501,1,When can Ì_ come out?
502,1,Check with nuerologist.
503,1,Lolnice. I went from a fish to ..water.?
505,1,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.
506,1,"Maybe westshore or hyde park village, the place near my house?"
507,1,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|
508,1,What's the significance?
509,1,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
510,1,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try"
511,1,Prabha..i'm soryda..realy..frm heart i'm sory
512,1,Lol ok your forgiven :)
513,1,No..jst change tat only..
515,1,S:)no competition for him.
518,1,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. "
519,1,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now
520,1,But that's on ebay it might be less elsewhere.
521,1,Shall i come to get pickle
522,1,Were gonna go get some tacos
523,1,"That's very rude, you on campus?"
525,1,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.
527,1,Yes! How is a pretty lady like you single?
529,1,Jay says that you're a double-faggot
531,1,What Today-sunday..sunday is holiday..so no work..
532,1,Gudnite....tc...practice going on
533,1,I'll be late...
534,1,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day."
535,1,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea"
536,1,"Probably gonna be here for a while, see you later tonight &lt;)"
537,1,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.
538,1,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
539,1,"I am in tirupur da, once you started from office call me."
541,1,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'"
542,1,But am going to college pa. What to do. are else ill come there it self. Pa.
543,1,4 oclock at mine. Just to bash out a flat plan.
544,1,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed
545,1,Then any special there?
546,1,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin
547,1,"Sorry that took so long, omw now"
548,1,Wait  &lt;#&gt;  min..
549,1,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.
550,1,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck"
551,1,"Hurry up, I've been weed-deficient for like three days"
552,1,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo"
553,1,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know
554,1,IÛ÷ll have a look at the frying pan in case itÛ÷s cheap or a book perhaps. No thatÛ÷s silly a frying pan isnÛ÷t likely to be a book
555,1,O. Well uv causes mutations. Sunscreen is like essential thesedays
556,1,Having lunch:)you are not in online?why?
557,1,I know that my friend already told that.
558,1,Hi Princess! Thank you for the pics. You are very pretty. How are you?
559,1,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. "
560,1,Hi msg me:)i'm in office..
561,1,Thanx 4 e brownie it's v nice...
562,1,Geeeee ... I love you so much I can barely stand it
564,1,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ..."
565,1,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?"
566,1,Oooh bed ridden ey? What are YOU thinking of?
567,1,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already"
568,1,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!
569,1,WOT U WANNA DO THEN MISSY?
570,1,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...
571,1,Do you know where my lab goggles went
572,1,Can you open the door?
573,1,Waiting for your call.
574,1,Nope i waiting in sch 4 daddy... 
576,1,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same."
577,1,ÌÏ wait 4 me in sch i finish ard 5..
579,1,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me."
580,1,Huh so early.. Then Ì_ having dinner outside izzit?
581,1,Ok anyway no need to change with what you said
583,1,my ex-wife was not able to have kids. Do you want kids one day?
584,1,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream
585,1,Tell them u have a headache and just want to use 1 hour of sick time.
586,1,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... "
587,1,"\Pete can you please ring meive hardly gotany credit\"""""
588,1,Ya srsly better than yi tho
589,1,"I'm in a meeting, call me later at"
593,1,You still at grand prix?
594,1,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz..."
595,1,I am great! How are you?
596,1,Gud mrng dear have a nice day
598,1,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too
599,1,I'm going out to buy mum's present ar.
600,1,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D
601,1,If u sending her home first it's ok lor. I'm not ready yet.
602,1,Speaking of does he have any cash yet?
603,1,Be happy there. I will come after noon
604,1,Meet after lunch la...
605,1,TaKe CaRE n gET WeLL sOOn
607,1,what I meant to say is cant wait to see u again getting bored of this bridgwater banter
608,1,Neva mind it's ok..
609,1,"It's fine, imma get a drink or somethin. Want me to come find you?"
611,1,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me
612,1,I have many dependents
613,1,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C
614,1,I called and said all to him:)then he have to choose this future.
615,1,"\Happy valentines day\"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st..."""
616,1,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.
617,1,For my family happiness..
618,1,I come n pick Ì_ up... Come out immediately aft ur lesson...
619,1,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.
620,1,Dear we got  &lt;#&gt;  dollars hi hi
621,1,Good words.... But words may leave u in dismay many times.
622,1,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED
623,1,"sorry, no, have got few things to do. may be in pub later."
624,1,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash"
625,1,"Haha good to hear, I'm officially paid and on the market for an 8th"
626,1,How many licks does it take to get to the center of a tootsie pop?
627,1,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.
630,1,Please dont say like that. Hi hi hi
631,1,Thank u!
632,1,Oh that was a forwarded message. I thought you send that to me
633,1,Got it. Seventeen pounds for seven hundred ml ÛÒ hope ok.
635,1,Me n him so funny...
636,1,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola"
637,1,When Ì_ login dat time... Dad fetching Ì_ home now?
638,1,"What will we do in the shower, baby?"
639,1,I had askd u a question some hours before. Its answer
640,1,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out"
641,1," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! "
642,1,Probably gonna swing by in a wee bit
643,1,Ya very nice. . .be ready on thursday
644,1,Allo! We have braved the buses and taken on the trains and triumphed. I mean weÛ÷re in bÛ÷ham. Have a jolly good rest of week
645,1,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
646,1,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.
648,1,No prob. I will send to your email.
650,1,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :)
651,1,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?
652,1,"Wait, do you know if wesleys in town? I bet she does hella drugs!"
653,1,Fine i miss you very much.
654,1,Did u got that persons story
655,1,Tell them the drug dealer's getting impatient
656,1,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng"
